0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.001326, 0.000000, 0.000000
0.001326, 0.000000, 0.000000
0.001326, 0.000000, 0.000000
0.002778, 0.000000, 0.000000
0.002778, 0.000000, 0.000000
0.002778, 0.000000, 0.000000
0.004415, 0.000000, 0.000000
0.004415, 0.000000, 0.000000
0.004415, 0.000000, 0.000000
0.006284, 0.000000, 0.000000
0.006284, 0.000000, 0.000000
0.006284, 0.000000, 0.000000
0.006284, 0.000000, 0.000000
0.008412, 0.000000, 0.000000
0.008412, 0.000000, 0.000000
0.008412, 0.000000, 0.000000
0.008412, 0.000000, 0.000000
0.010808, 0.000000, 0.000000
0.010808, 0.000000, 0.000000
0.013473, 0.000000, 0.000000
0.013473, 0.000000, 0.000000
0.013473, 0.000000, 0.000000
0.013473, 0.000000, 0.000000
0.013473, 0.000000, 0.000000
0.013473, 0.000000, 0.000000
0.013473, 0.000000, 0.000000
0.013473, 0.000000, 0.000000
0.013473, 0.000000, 0.000000
0.013473, 0.000000, 0.000000
0.013473, 0.000000, 0.000000
0.013473, 0.000000, 0.000000
0.013473, 0.000000, 0.000000
0.016415, 0.000000, 0.000000
0.016415, 0.000000, 0.000000
0.016415, 0.000000, 0.000000
0.016415, 0.000000, 0.000000
0.016415, 0.000000, 0.000000
0.016415, 0.000000, 0.000000
0.016415, 0.000000, 0.000000
0.016415, 0.000000, 0.000000
0.016415, 0.000000, 0.000000
0.016415, 0.000000, 0.000000
0.016415, 0.000000, 0.000000
0.016415, 0.000000, 0.000000
0.019631, 0.000000, 0.000000
0.019631, 0.000000, 0.000000
0.019631, 0.000000, 0.000000
0.019631, 0.000000, 0.000000
0.019631, 0.000000, 0.000000
0.019631, 0.000000, 0.000000
0.019631, 0.000000, 0.000000
0.019631, 0.000000, 0.000000
0.019631, 0.000000, 0.000000
0.019631, 0.000000, 0.000000
0.019631, 0.000000, 0.000000
0.019631, 0.000000, 0.000000
0.019631, 0.000000, 0.000000
0.023119, 0.000000, 0.000000
0.023119, 0.000000, 0.000000
0.023119, 0.000000, 0.000000
0.023119, 0.000000, 0.000000
0.023119, 0.000000, 0.000000
0.023119, 0.000000, 0.000000
0.023119, 0.000000, 0.000000
0.023119, 0.000000, 0.000000
0.023119, 0.000000, 0.000000
0.023119, 0.000000, 0.000000
0.023119, 0.000000, 0.000000
0.023119, 0.000000, 0.000000
0.023119, 0.000000, 0.000000
0.026876, 0.000000, 0.000000
0.026876, 0.000000, 0.000000
0.026876, 0.000000, 0.000000
0.026876, 0.000000, 0.000000
0.026876, 0.000000, 0.000000
0.026876, 0.000000, 0.000000
0.026876, 0.000000, 0.000000
0.030904, 0.000000, 0.000000
0.030904, 0.000000, 0.000000
0.030904, 0.000000, 0.000000
0.030904, 0.000000, 0.000000
0.030904, 0.000000, 0.000000
0.030904, 0.000000, 0.000000
